week	period	section	category	reg_hrs	reg_pay	ot_pay	total_pay	pct_sales	pct_food_sales
3.8.26	report_week	foh	Runner	17	93	0	93	0.05	
3.8.26	report_week	foh	Server	409	2249	33	2282	1.12	
3.8.26	report_week	foh	Training	94	1032	0	1032	0.51	
3.8.26	report_week	foh	Maintenance	8	138	0	138	0.07	
3.8.26	report_week	foh	COPS	0	0		0	0.00	
3.8.26	report_week	foh	FOH TOTAL	1392	9330	176	9506	4.68	
3.8.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
3.8.26	last_year	mgmt	Comp	0	1069	0	1069	0.67	
3.8.26	last_year	mgmt	Salary	0	5110		5110	3.20	
3.8.26	last_year	mgmt	MGMT TOTAL	0	6179	0	6179	3.86	
3.8.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
3.8.26	report_week	mgmt	Comp		800	0	800	0.39	
3.8.26	report_week	mgmt	Salary	0	6227		6227	3.07	
3.8.26	report_week	mgmt	MGMT TOTAL	0	7027	0	7027	3.46	
3.15.26	last_year	exec	BOH	672	11261	399	11660	7.35	13.03
3.15.26	last_year	exec	FOH	1144	7142	323	7465	4.71	
3.15.26	last_year	exec	Training	74	797	0	797	0.50	
3.15.26	last_year	exec	FOH Salary	0	6910	0	6910	4.36	
3.15.26	last_year	exec	BOH Salary	0	12983	0	12983	8.19	14.51
3.15.26	last_year	exec	OTHER	0	1548	0	1548	0.98	
3.15.26	last_year	exec	SUBTOTAL	1890	40641	722	41363	26.08	27.54
3.15.26	last_year	exec	PAYROLL TAX		8128	144	8273	5.22	
3.15.26	last_year	exec	TOTAL LABOR		48769	867	49635	31.29	
3.15.26	report_week	exec	BOH	564	8971	0	8971	7.05	11.30
3.15.26	report_week	exec	FOH	926	5363	77	5440	4.27	
3.15.26	report_week	exec	Training	78	858	0	858	0.67	
3.15.26	report_week	exec	FOH Salary	0	6177	0	6177	4.85	
3.15.26	report_week	exec	BOH Salary	0	10248	0	10248	8.05	12.90
3.15.26	report_week	exec	OTHER	0	422	0	422	0.33	
3.15.26	report_week	exec	SUBTOTAL	1568	32039	77	32116	25.23	24.20
3.15.26	report_week	exec	PAYROLL TAX		6408	15	6423	5.05	
3.15.26	report_week	exec	TOTAL LABOR		38447	92	38540	30.28	
3.15.26	last_year	boh	Cook	400	6377	399	6776	4.27	7.57
3.15.26	last_year	boh	Prep	156	3475	0	3475	2.19	3.88
3.15.26	last_year	boh	Dish	116	1409	0	1409	0.89	1.58
3.15.26	last_year	boh	Salary	0	12983	0	12983	8.19	14.51
3.15.26	last_year	boh	BOH TOTAL	672	24244	399	24643	15.54	27.54
3.15.26	report_week	boh	Cook	368	6081	0	6081	4.78	7.66
3.15.26	report_week	boh	Prep	80	1516	413	1929	1.52	2.43
3.15.26	report_week	boh	Dish	116	1374	0	1374	1.08	1.73
3.15.26	report_week	boh	Salary	0	10248	0	10248	8.05	12.90
3.15.26	report_week	boh	BOH TOTAL	564	19219	413	19632	15.42	24.72
3.15.26	last_year	foh	Security	18	383	0	383	0.24	
3.15.26	last_year	foh	Bar Back	132	706	59	765	0.48	
3.15.26	last_year	foh	Bartender	198	1059	121	1180	0.74	
3.15.26	last_year	foh	Crepe	0	0	0	0	0.00	
3.15.26	last_year	foh	Cafe	144	867	1	868	0.55	
3.15.26	last_year	foh	Hostess	132	1314	5	1319	0.83	
3.15.26	last_year	foh	Runner	41	218	32	250	0.16	
3.15.26	last_year	foh	Server	476	2546	105	2651	1.67	
3.15.26	last_year	foh	Training	74	797	0	797	0.50	
3.15.26	last_year	foh	Maintenance	3	49	0	49	0.03	
3.15.26	last_year	foh	COPS	0	1548		1548	0.27	
3.15.26	last_year	foh	FOH TOTAL	1218	9487	323	9810	6.18	
3.15.26	report_week	foh	Security	6	110	0	110	0.09	
3.15.26	report_week	foh	Bar Back	154	849	0	849	0.67	
3.15.26	report_week	foh	Bartender	178	981	76	1057	0.83	
3.15.26	report_week	foh	Crepe	0	0	0	0	0.00	
3.15.26	report_week	foh	Cafe	162	970	0	970	0.76	
3.15.26	report_week	foh	Hostess	100	598	0	598	0.47	
3.15.26	report_week	foh	Runner	6	31	0	31	0.02	
3.15.26	report_week	foh	Server	314	1727	67	1794	1.41	
3.15.26	report_week	foh	Training	78	858	0	858	0.67	
3.15.26	report_week	foh	Maintenance	6	97	0	97	0.08	
3.15.26	report_week	foh	COPS	0	422	0	422	0.33	
3.15.26	report_week	foh	FOH TOTAL	1004	6643	143	6786	5.33	
3.15.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
3.15.26	last_year	mgmt	Comp	0	1800	0	1800	1.13	
3.15.26	last_year	mgmt	Salary	0	5110		5110	3.22	
3.15.26	last_year	mgmt	MGMT TOTAL	0	6910	0	6910	4.36	
3.15.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
3.15.26	report_week	mgmt	Comp		800	0	800	0.63	
3.15.26	report_week	mgmt	Salary	0	5377		5377	4.22	
3.15.26	report_week	mgmt	MGMT TOTAL	0	6177	0	6177	4.85	
3.22.26	last_year	exec	BOH	721	12164	86	12250	5.43	11.24
3.22.26	last_year	exec	FOH	1392	8344	26	8370	3.71	
3.22.26	last_year	exec	Training	42	455	0	455	0.20	
3.22.26	last_year	exec	FOH Salary	0	7124	0	7124	3.16	
3.22.26	last_year	exec	BOH Salary	0	13683	0	13683	6.06	12.55
3.22.26	last_year	exec	OTHER	0	1548	0	1548	0.69	
3.22.26	last_year	exec	SUBTOTAL	2155	43318	112	43429	19.24	23.79
3.22.26	last_year	exec	PAYROLL TAX		8664	22	8686	3.85	
3.22.26	last_year	exec	TOTAL LABOR		51981	134	52115	23.08	
3.22.26	report_week	exec	BOH	610	9772	0	9772	8.58	14.21
3.22.26	report_week	exec	FOH	874	5413	77	5490	4.82	
3.22.26	report_week	exec	Training	0	0	0	0	0.00	
3.22.26	report_week	exec	FOH Salary	0	6476	0	6476	5.68	
3.22.26	report_week	exec	BOH Salary	0	9348	0	9348	8.21	13.59
3.22.26	report_week	exec	OTHER	0	422	0	422	0.37	
3.22.26	report_week	exec	SUBTOTAL	1484	31431	77	31508	27.66	27.81
3.22.26	report_week	exec	PAYROLL TAX		6286	15	6302	5.53	
3.22.26	report_week	exec	TOTAL LABOR		37717	92	37810	33.19	
3.22.26	last_year	boh	Cook	421	6805	0	6805	3.01	6.24
3.22.26	last_year	boh	Prep	183	3941	25	3966	1.76	3.64
3.22.26	last_year	boh	Dish	117	1418	60	1478	0.65	1.36
3.22.26	last_year	boh	Salary	0	13683	0	13683	6.06	12.55
3.22.26	last_year	boh	BOH TOTAL	721	25847	86	25932	11.49	23.79
3.22.26	report_week	boh	Cook	397	6541	0	6541	5.74	9.51
3.22.26	report_week	boh	Prep	80	1520	244	1764	1.55	2.57
3.22.26	report_week	boh	Dish	133	1711	0	1711	1.50	2.49
3.22.26	report_week	boh	Salary	0	9348	0	9348	8.21	13.59
3.22.26	report_week	boh	BOH TOTAL	610	19120	244	19364	17.00	28.16
3.22.26	last_year	foh	Security	28	556	0	556	0.25	
3.22.26	last_year	foh	Bar Back	197	1204	0	1204	0.53	
3.22.26	last_year	foh	Bartender	165	819	0	819	0.36	
3.22.26	last_year	foh	Crepe	0	0	0	0	0.00	
3.22.26	last_year	foh	Cafe	199	1191	0	1191	0.53	
3.22.26	last_year	foh	Hostess	171	1026	0	1026	0.45	
3.22.26	last_year	foh	Runner	40	215	0	215	0.10	
3.22.26	last_year	foh	Server	580	3101	26	3127	1.39	
3.22.26	last_year	foh	Training	42	455	0	455	0.20	
3.22.26	last_year	foh	Maintenance	12	232	0	232	0.10	
3.22.26	last_year	foh	COPS	0	1548		1548	0.19	
3.22.26	last_year	foh	FOH TOTAL	1434	10347	26	10373	4.59	
3.22.26	report_week	foh	Security	1	24	0	24	0.02	
3.22.26	report_week	foh	Bar Back	134	735	161	896	0.79	
3.22.26	report_week	foh	Bartender	175	964	49	1013	0.89	
3.22.26	report_week	foh	Crepe	0	0	0	0	0.00	
3.22.26	report_week	foh	Cafe	151	904	8	912	0.80	
3.22.26	report_week	foh	Hostess	71	902	0	902	0.79	
3.22.26	report_week	foh	Runner	49	271	0	271	0.24	
3.22.26	report_week	foh	Server	293	1613	0	1613	1.42	
3.22.26	report_week	foh	Training	0	0	0	0	0.00	
3.22.26	report_week	foh	Maintenance	0	0	0	0	0.00	
3.22.26	report_week	foh	COPS	0	422	0	422	0.37	
3.22.26	report_week	foh	FOH TOTAL	874	5835	218	6053	5.31	
3.22.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
3.22.26	last_year	mgmt	Comp	0	1800	0	1800	0.80	
3.22.26	last_year	mgmt	Salary	0	5324		5324	2.36	
3.22.26	last_year	mgmt	MGMT TOTAL	0	7124	0	7124	3.16	
3.22.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
3.22.26	report_week	mgmt	Comp		1200	0	1200	1.05	
3.22.26	report_week	mgmt	Salary	0	5276		5276	4.63	
3.22.26	report_week	mgmt	MGMT TOTAL	0	6476	0	6476	5.68	
3.29.26	last_year	exec	BOH	598	9610	34	9644	4.16	8.85
3.29.26	last_year	exec	FOH	1486	9296	86	9382	4.05	
3.29.26	last_year	exec	Training	37	400	0	400	0.17	
3.29.26	last_year	exec	FOH Salary	0	7204	0	7204	3.11	
3.29.26	last_year	exec	BOH Salary	0	14183	0	14183	6.12	13.01
3.29.26	last_year	exec	OTHER	0	1548	0	1548	0.67	
3.29.26	last_year	exec	SUBTOTAL	2121	42241	120	42360	18.28	21.86
3.29.26	last_year	exec	PAYROLL TAX		8448	24	8472	3.66	
3.29.26	last_year	exec	TOTAL LABOR		50689	144	50832	21.93	
3.29.26	report_week	exec	BOH	654	10789	0	10789	6.27	15.69
3.29.26	report_week	exec	FOH	1028	6458	77	6535	3.80	
3.29.26	report_week	exec	Training	42	465	0	465	0.27	
3.29.26	report_week	exec	FOH Salary	0	6738	0	6738	3.91	
3.29.26	report_week	exec	BOH Salary	0	9348	0	9348	5.43	13.59
3.29.26	report_week	exec	OTHER	0	0	0	0	0.00	
3.29.26	report_week	exec	SUBTOTAL	1725	33798	77	33875	19.68	29.28
3.29.26	report_week	exec	PAYROLL TAX		6760	15	6775	3.94	
3.29.26	report_week	exec	TOTAL LABOR		40558	92	40650	23.61	
3.29.26	last_year	boh	Cook	398	6454	0	6454	2.78	5.92
3.29.26	last_year	boh	Prep	80	1639	25	1664	0.72	1.53
3.29.26	last_year	boh	Dish	120	1517	9	1526	0.66	1.40
3.29.26	last_year	boh	Salary	0	14183	0	14183	6.12	13.01
3.29.26	last_year	boh	BOH TOTAL	598	23793	34	23826	10.28	21.86
3.29.26	report_week	boh	Cook	446	7657	31	7688	4.47	11.18
3.29.26	report_week	boh	Prep	80	1518	244	1762	1.02	2.56
3.29.26	report_week	boh	Dish	128	1614	323	1937	1.13	2.82
3.29.26	report_week	boh	Salary	0	9348	0	9348	5.43	13.59
3.29.26	report_week	boh	BOH TOTAL	654	20137	598	20735	12.04	30.15
3.29.26	last_year	foh	Security	30	621	0	621	0.27	
3.29.26	last_year	foh	Bar Back	193	1254	71	1325	0.57	
3.29.26	last_year	foh	Bartender	177	828	0	828	0.36	
3.29.26	last_year	foh	Crepe	0	0	0	0	0.00	
3.29.26	last_year	foh	Cafe	249	1592	15	1607	0.69	
3.29.26	last_year	foh	Hostess	160	1197	0	1197	0.52	
3.29.26	last_year	foh	Runner	42	227	0	227	0.10	
3.29.26	last_year	foh	Server	622	3326	0	3326	1.44	
3.29.26	last_year	foh	Training	37	400	0	400	0.17	
3.29.26	last_year	foh	Maintenance	13	251	0	251	0.11	
3.29.26	last_year	foh	COPS	0	1548		1548	0.00	
3.29.26	last_year	foh	FOH TOTAL	1523	11244	86	11330	4.89	
3.29.26	report_week	foh	Security	2	42	0	42	0.02	
3.29.26	report_week	foh	Bar Back	176	965	0	965	0.56	
3.29.26	report_week	foh	Bartender	189	1037	42	1079	0.63	
3.29.26	report_week	foh	Crepe	0	0	0	0	0.00	
3.29.26	report_week	foh	Cafe	182	1095	8	1103	0.64	
3.29.26	report_week	foh	Hostess	131	1316	0	1316	0.76	
3.29.26	report_week	foh	Runner	49	271	0	271	0.16	
3.29.26	report_week	foh	Server	293	1613	0	1613	0.94	
3.29.26	report_week	foh	Training	42	465	0	465	0.27	
3.29.26	report_week	foh	Maintenance	6	119	0	119	0.07	
3.29.26	report_week	foh	COPS	0	0	0	0	0.00	
3.29.26	report_week	foh	FOH TOTAL	1071	6923	50	6973	4.05	
3.29.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
3.29.26	last_year	mgmt	Comp	0	2480	0	2480	1.07	
3.29.26	last_year	mgmt	Salary	0	4724		4724	2.04	
3.29.26	last_year	mgmt	MGMT TOTAL	0	7204	0	7204	3.11	
3.29.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
3.29.26	report_week	mgmt	Comp		1200	0	1200	0.70	
3.29.26	report_week	mgmt	Salary	0	5538		5538	3.22	
3.29.26	report_week	mgmt	MGMT TOTAL	0	6738	0	6738	3.91	
4.5.26	last_year	exec	BOH	642	10380	34	10414	5.20	10.27
4.5.26	last_year	exec	FOH	1354	8634	40	8674	4.33	
4.5.26	last_year	exec	Training	64	680	0	680	0.34	
4.5.26	last_year	exec	FOH Salary	0	7204	0	7204	3.59	
4.5.26	last_year	exec	BOH Salary	0	14083	0	14083	7.03	13.89
4.5.26	last_year	exec	OTHER	0	1548	0	1548	0.77	
4.5.26	last_year	exec	SUBTOTAL	2060	42529	74	42603	21.26	24.15
4.5.26	last_year	exec	PAYROLL TAX		8506	15	8521	4.25	
4.5.26	last_year	exec	TOTAL LABOR		51034	89	51123	25.51	
4.5.26	report_week	exec	BOH	609	9832	0	9832	7.04	13.56
4.5.26	report_week	exec	FOH	997	6296	77	6373	4.57	
4.5.26	report_week	exec	Training	10	111	0	111	0.08	
4.5.26	report_week	exec	FOH Salary	0	6425	0	6425	4.60	
4.5.26	report_week	exec	BOH Salary	0	8848	0	8848	6.34	12.21
4.5.26	report_week	exec	OTHER	0	422	0	422	0.30	
4.5.26	report_week	exec	SUBTOTAL	1616	31934	77	32011	22.93	25.77
4.5.26	report_week	exec	PAYROLL TAX		6387	15	6402	4.59	
4.5.26	report_week	exec	TOTAL LABOR		38321	92	38413	27.52	
4.5.26	last_year	boh	Cook	403	6552	0	6552	3.27	6.46
4.5.26	last_year	boh	Prep	80	1638	25	1663	0.83	1.64
4.5.26	last_year	boh	Dish	159	2190	9	2199	1.10	2.17
4.5.26	last_year	boh	Salary	0	14083	0	14083	7.03	13.89
4.5.26	last_year	boh	BOH TOTAL	642	24463	34	24497	12.22	24.15
4.5.26	report_week	boh	Cook	408	6829	0	6829	4.89	9.42
4.5.26	report_week	boh	Prep	80	1520	360	1880	1.35	2.59
4.5.26	report_week	boh	Dish	121	1483	0	1483	1.06	2.05
4.5.26	report_week	boh	Salary	0	8848	0	8848	6.34	12.21
4.5.26	report_week	boh	BOH TOTAL	609	18680	360	19040	13.64	26.27
4.5.26	last_year	foh	Security	44	924	0	924	0.46	
4.5.26	last_year	foh	Bar Back	177	1320	0	1320	0.66	
4.5.26	last_year	foh	Bartender	172	838	0	838	0.42	
4.5.26	last_year	foh	Crepe	0	0	0	0	0.00	
4.5.26	last_year	foh	Cafe	198	1186	31	1217	0.61	
4.5.26	last_year	foh	Hostess	162	972	0	972	0.49	
4.5.26	last_year	foh	Runner	11	61	0	61	0.03	
4.5.26	last_year	foh	Server	577	3087	9	3096	1.54	
4.5.26	last_year	foh	Training	64	680	0	680	0.34	
4.5.26	last_year	foh	Maintenance	13	246	0	246	0.12	
4.5.26	last_year	foh	COPS	0	1548		1548	0.21	
4.5.26	last_year	foh	FOH TOTAL	1418	10862	40	10902	5.44	
4.5.26	report_week	foh	Security	11	242	0	242	0.17	
4.5.26	report_week	foh	Bar Back	139	762	0	762	0.55	
4.5.26	report_week	foh	Bartender	199	1096	42	1138	0.82	
4.5.26	report_week	foh	Crepe	0	0	0	0	0.00	
4.5.26	report_week	foh	Cafe	143	856	3	859	0.62	
4.5.26	report_week	foh	Hostess	138	1267	0	1267	0.91	
4.5.26	report_week	foh	Runner	21	114	0	114	0.08	
4.5.26	report_week	foh	Server	340	1867	60	1927	1.38	
4.5.26	report_week	foh	Training	10	111	0	111	0.08	
4.5.26	report_week	foh	Maintenance	6	92	0	92	0.07	
4.5.26	report_week	foh	COPS	0	422	0	422	0.30	
4.5.26	report_week	foh	FOH TOTAL	1007	6829	105	6934	4.97	
4.5.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
4.5.26	last_year	mgmt	Comp	0	2480	0	2480	1.24	
4.5.26	last_year	mgmt	Salary	0	4724		4724	2.36	
4.5.26	last_year	mgmt	MGMT TOTAL	0	7204	0	7204	3.59	
4.5.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
4.5.26	report_week	mgmt	Comp		1200	0	1200	0.86	
4.5.26	report_week	mgmt	Salary	0	5225		5225	3.74	
4.5.26	report_week	mgmt	MGMT TOTAL	0	6425	0	6425	4.60	
4.12.26	last_year	exec	BOH	648	10494	0	10494	4.88	10.35
4.12.26	last_year	exec	FOH	1375	8433	135	8568	3.98	
4.12.26	last_year	exec	Training	17	180	0	180	0.08	
4.12.26	last_year	exec	FOH Salary	0	7204	0	7204	3.35	
4.12.26	last_year	exec	BOH Salary	0	15383	0	15383	7.15	15.17
4.12.26	last_year	exec	OTHER	0	1548	0	1548	0.72	
4.12.26	last_year	exec	SUBTOTAL	2040	43242	135	43377	20.17	25.52
4.12.26	last_year	exec	PAYROLL TAX		8648	27	8675	4.03	
4.12.26	last_year	exec	TOTAL LABOR		51890	162	52052	24.20	
4.12.26	report_week	exec	BOH	348	9685	0	9685	6.29	11.49
4.12.26	report_week	exec	FOH	1061	5923	77	6000	3.90	
4.12.26	report_week	exec	Training	2	23	0	23	0.01	
4.12.26	report_week	exec	FOH Salary	0	6475	0	6475	4.21	
4.12.26	report_week	exec	BOH Salary	0	11148	0	11148	7.25	13.22
4.12.26	report_week	exec	OTHER	0	422	0	422	0.27	
4.12.26	report_week	exec	SUBTOTAL	1411	33676	77	33753	21.94	24.71
4.12.26	report_week	exec	PAYROLL TAX		6735	15	6751	4.39	
4.12.26	report_week	exec	TOTAL LABOR		40411	92	40504	26.32	
4.12.26	last_year	boh	Cook	408	6663	0	6663	3.10	6.57
4.12.26	last_year	boh	Prep	80	1634	0	1634	0.76	1.61
4.12.26	last_year	boh	Dish	160	2197	0	2197	1.02	2.17
4.12.26	last_year	boh	Salary	0	15383	0	15383	7.15	15.17
4.12.26	last_year	boh	BOH TOTAL	648	25877	0	25877	12.03	25.52
4.12.26	report_week	boh	Cook	134	6430	0	6430	4.18	7.63
4.12.26	report_week	boh	Prep	80	1519	0	1519	0.99	1.80
4.12.26	report_week	boh	Dish	134	1736	0	1736	1.13	2.06
4.12.26	report_week	boh	Salary	0	11148	0	11148	7.25	13.22
4.12.26	report_week	boh	BOH TOTAL	348	20833	0	20833	13.54	24.71
4.12.26	last_year	foh	Security	44	853	0	853	0.40	
4.12.26	last_year	foh	Bar Back	171	1063	0	1063	0.49	
4.12.26	last_year	foh	Bartender	166	726	0	726	0.34	
4.12.26	last_year	foh	Crepe	0	0	0	0	0.00	
4.12.26	last_year	foh	Cafe	219	1317	135	1452	0.68	
4.12.26	last_year	foh	Hostess	181	1088	0	1088	0.51	
4.12.26	last_year	foh	Runner	24	126	0	126	0.06	
4.12.26	last_year	foh	Server	555	2969	0	2969	1.38	
4.12.26	last_year	foh	Training	17	180	0	180	0.08	
4.12.26	last_year	foh	Maintenance	15	291	0	291	0.14	
4.12.26	last_year	foh	COPS	0	1548		1548	0.20	
4.12.26	last_year	foh	FOH TOTAL	1392	10161	135	10296	4.79	
4.12.26	report_week	foh	Security	0	0	0	0	0.00	
4.12.26	report_week	foh	Bar Back	149	297	47	344	0.22	
4.12.26	report_week	foh	Bartender	183	1005	71	1076	0.70	
4.12.26	report_week	foh	Crepe	0	0	0	0	0.00	
4.12.26	report_week	foh	Cafe	176	1058	0	1058	0.69	
4.12.26	report_week	foh	Hostess	157	1325	0	1325	0.86	
4.12.26	report_week	foh	Runner	42	231	0	231	0.15	
4.12.26	report_week	foh	Server	348	1912	0	1912	1.24	
4.12.26	report_week	foh	Training	2	23	0	23	0.01	
4.12.26	report_week	foh	Maintenance	6	95	0	95	0.06	
4.12.26	report_week	foh	COPS	0	422	0	422	0.27	
4.12.26	report_week	foh	FOH TOTAL	1063	6368	118	6486	4.22	
4.12.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
4.12.26	last_year	mgmt	Comp	0	2480	0	2480	1.15	
4.12.26	last_year	mgmt	Salary	0	4724		4724	2.20	
4.12.26	last_year	mgmt	MGMT TOTAL	0	7204	0	7204	3.35	
4.12.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
4.12.26	report_week	mgmt	Comp		1200	0	1200	0.78	
4.12.26	report_week	mgmt	Salary	0	5275		5275	3.43	
4.12.26	report_week	mgmt	MGMT TOTAL	0	6475	0	6475	4.21	
4.19.26	last_year	exec	BOH	632	10180	0	10180	4.92	10.11
4.19.26	last_year	exec	FOH	1410	8574	8	8582	4.15	
4.19.26	last_year	exec	Training	76	814	0	814	0.39	
4.19.26	last_year	exec	FOH Salary	0	5638	0	5638	2.72	
4.19.26	last_year	exec	BOH Salary	0	15383	0	15383	7.43	15.27
4.19.26	last_year	exec	OTHER	0	1548	0	1548	0.75	
4.19.26	last_year	exec	SUBTOTAL	2118	42137	8	42145	20.36	25.38
4.19.26	last_year	exec	PAYROLL TAX		8427	2	8429	4.07	
4.19.26	last_year	exec	TOTAL LABOR		50564	10	50574	24.44	
4.19.26	report_week	exec	BOH	639	10447	0	10447	6.29	10.54
4.19.26	report_week	exec	FOH	1140	7029	77	7106	4.28	
4.19.26	report_week	exec	Training	40	443	0	443	0.27	
4.19.26	report_week	exec	FOH Salary	0	6679	0	6679	4.02	
4.19.26	report_week	exec	BOH Salary	0	9868	0	9868	5.94	9.95
4.19.26	report_week	exec	OTHER	0	422	0	422	0.25	
4.19.26	report_week	exec	SUBTOTAL	1819	34888	77	34965	21.05	20.49
4.19.26	report_week	exec	PAYROLL TAX		6978	15	6993	4.21	
4.19.26	report_week	exec	TOTAL LABOR		41866	92	41958	25.26	
4.19.26	last_year	boh	Cook	403	6546	0	6546	3.16	6.50
4.19.26	last_year	boh	Prep	80	1638	0	1638	0.79	1.63
4.19.26	last_year	boh	Dish	149	1996	0	1996	0.96	1.98
4.19.26	last_year	boh	Salary	0	15383	0	15383	7.43	15.27
4.19.26	last_year	boh	BOH TOTAL	632	25563	0	25563	12.35	25.38
4.19.26	report_week	boh	Cook	418	7087	0	7087	4.27	7.15
4.19.26	report_week	boh	Prep	80	1511	0	1511	0.91	1.52
4.19.26	report_week	boh	Dish	141	1849	0	1849	1.11	1.86
4.19.26	report_week	boh	Salary	0	9868	0	9868	5.94	9.95
4.19.26	report_week	boh	BOH TOTAL	639	20315	0	20315	12.23	20.49
4.19.26	last_year	foh	Security	52	992	0	992	0.48	
4.19.26	last_year	foh	Bar Back	190	1200	0	1200	0.58	
4.19.26	last_year	foh	Bartender	187	911	0	911	0.44	
4.19.26	last_year	foh	Crepe	0	0	0	0	0.00	
4.19.26	last_year	foh	Cafe	197	1184	0	1184	0.57	
4.19.26	last_year	foh	Hostess	149	891	0	891	0.43	
4.19.26	last_year	foh	Runner	8	42	0	42	0.02	
4.19.26	last_year	foh	Server	627	3354	8	3362	1.62	
4.19.26	last_year	foh	Training	76	814	0	814	0.39	
4.19.26	last_year	foh	Maintenance	0	0	0	0	0.00	
4.19.26	last_year	foh	COPS	0	1548		1548	0.20	
4.19.26	last_year	foh	FOH TOTAL	1486	10936	8	10944	5.29	
4.19.26	report_week	foh	Security	9	175	0	175	0.11	
4.19.26	report_week	foh	Bar Back	178	980	17	997	0.60	
4.19.26	report_week	foh	Bartender	191	1049	142	1191	0.72	
4.19.26	report_week	foh	Crepe	0	0	0	0	0.00	
4.19.26	report_week	foh	Cafe	191	1148	0	1148	0.69	
4.19.26	report_week	foh	Hostess	135	1218	0	1218	0.73	
4.19.26	report_week	foh	Runner	62	340	0	340	0.20	
4.19.26	report_week	foh	Server	368	2023	58	2081	1.25	
4.19.26	report_week	foh	Training	40	443	0	443	0.27	
4.19.26	report_week	foh	Maintenance	6	96	0	96	0.06	
4.19.26	report_week	foh	COPS	0	422	0	422	0.25	
4.19.26	report_week	foh	FOH TOTAL	1180	7894	217	8111	4.88	
4.19.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
4.19.26	last_year	mgmt	Comp	0	1128	0	1128	0.55	
4.19.26	last_year	mgmt	Salary	0	4510		4510	2.18	
4.19.26	last_year	mgmt	MGMT TOTAL	0	5638	0	5638	2.72	
4.19.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
4.19.26	report_week	mgmt	Comp		1200	0	1200	0.72	
4.19.26	report_week	mgmt	Salary	0	5479		5479	3.30	
4.19.26	report_week	mgmt	MGMT TOTAL	0	6679	0	6679	4.02	
4.26.26	last_year	exec	BOH	627	10091	308	10399	4.35	8.79
4.26.26	last_year	exec	FOH	1532	9502	144	9646	4.04	
4.26.26	last_year	exec	Training	62	688	0	688	0.29	
4.26.26	last_year	exec	FOH Salary	0	5798	0	5798	2.43	
4.26.26	last_year	exec	BOH Salary	0	13395	0	13395	5.60	11.32
4.26.26	last_year	exec	OTHER	0	1548	0	1548	0.65	
4.26.26	last_year	exec	SUBTOTAL	2221	41022	452	41474	17.35	20.12
4.26.26	last_year	exec	PAYROLL TAX		8204	90	8295	3.47	
4.26.26	last_year	exec	TOTAL LABOR		49226	543	49768	20.82	
4.26.26	report_week	exec	BOH	636	9767	0	9767	5.32	10.33
4.26.26	report_week	exec	FOH	1136	7069	77	7146	3.89	
4.26.26	report_week	exec	Training	689	752	0	752	0.41	
4.26.26	report_week	exec	FOH Salary	0	6258	0	6258	3.41	
4.26.26	report_week	exec	BOH Salary	0	9512	0	9512	5.18	10.06
4.26.26	report_week	exec	OTHER	0	0	0	0	0.00	
4.26.26	report_week	exec	SUBTOTAL	2461	33358	77	33435	18.22	20.38
4.26.26	report_week	exec	PAYROLL TAX		6672	15	6687	3.64	
4.26.26	report_week	exec	TOTAL LABOR		40030	92	40122	21.86	
4.26.26	last_year	boh	Cook	397	6433	0	6433	2.69	5.44
4.26.26	last_year	boh	Prep	80	1640	308	1948	0.81	1.65
4.26.26	last_year	boh	Dish	150	2018	0	2018	0.84	1.71
4.26.26	last_year	boh	Salary	0	13395	0	13395	5.60	11.32
4.26.26	last_year	boh	BOH TOTAL	627	23486	308	23794	9.95	20.12
4.26.26	report_week	boh	Cook	425	6595	90	6685	3.64	7.07
4.26.26	report_week	boh	Prep	80	1515	1	1516	0.83	1.60
4.26.26	report_week	boh	Dish	131	1657	1657	3314	1.81	3.50
4.26.26	report_week	boh	Salary	0	9512	0	9512	5.18	10.06
4.26.26	report_week	boh	BOH TOTAL	636	19279	1748	21027	11.46	22.23
4.26.26	last_year	foh	Security	51	949	0	949	0.40	
4.26.26	last_year	foh	Bar Back	173	1073	12	1085	0.45	
4.26.26	last_year	foh	Bartender	160	810	0	810	0.34	
4.26.26	last_year	foh	Crepe	0	0	0	0	0.00	
4.26.26	last_year	foh	Cafe	225	1368	0	1368	0.57	
4.26.26	last_year	foh	Hostess	163	1062	0	1062	0.44	
4.26.26	last_year	foh	Runner	39	207	0	207	0.09	
4.26.26	last_year	foh	Server	709	3791	132	3923	1.64	
4.26.26	last_year	foh	Training	62	688	0	688	0.29	
4.26.26	last_year	foh	Maintenance	12	242	0	242	0.10	
