week	period	section	category	reg_hrs	reg_pay	ot_pay	total_pay	pct_sales	pct_food_sales
4.26.26	last_year	foh	COPS	0	1548		1548	0.00	
4.26.26	last_year	foh	FOH TOTAL	1594	11738	144	11882	4.97	
4.26.26	report_week	foh	Security	12	218	0	218	0.12	
4.26.26	report_week	foh	Bar Back	155	877	109	986	0.54	
4.26.26	report_week	foh	Bartender	236	1297	144	1441	0.79	
4.26.26	report_week	foh	Crepe	0	0	0	0	0.00	
4.26.26	report_week	foh	Cafe	161	964	119	1083	0.59	
4.26.26	report_week	foh	Hostess	140	1254	0	1254	0.68	
4.26.26	report_week	foh	Runner	39	216	0	216	0.12	
4.26.26	report_week	foh	Server	385	2120	18	2138	1.16	
4.26.26	report_week	foh	Training	689	752	0	752	0.41	
4.26.26	report_week	foh	Maintenance	8	123	0	123	0.07	
4.26.26	report_week	foh	COPS	0	0	0	0	0.00	
4.26.26	report_week	foh	FOH TOTAL	1825	7821	390	8211	4.47	
4.26.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
4.26.26	last_year	mgmt	Comp	0	1128	0	1128	0.47	
4.26.26	last_year	mgmt	Salary	0	4670		4670	1.95	
4.26.26	last_year	mgmt	MGMT TOTAL	0	5798	0	5798	2.43	
4.26.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
4.26.26	report_week	mgmt	Comp		1200	0	1200	0.65	
4.26.26	report_week	mgmt	Salary	0	5058		5058	2.76	
4.26.26	report_week	mgmt	MGMT TOTAL	0	6258	0	6258	3.41	
5.3.26	last_year	exec	BOH	793	9882	2324	12206	4.49	9.47
5.3.26	last_year	exec	FOH	1531	9212	186	9398	3.46	
5.3.26	last_year	exec	Training	56	595	0	595	0.22	
5.3.26	last_year	exec	FOH Salary	0	7338	0	7338	2.70	
5.3.26	last_year	exec	BOH Salary	0	14195	0	14195	5.23	11.01
5.3.26	last_year	exec	OTHER	0	1548	0	1548	0.57	
5.3.26	last_year	exec	SUBTOTAL	2380	42770	2510	45280	16.67	20.48
5.3.26	last_year	exec	PAYROLL TAX		8554	502	9056	3.33	
5.3.26	last_year	exec	TOTAL LABOR		51323	3012	54335	20.00	
5.3.26	report_week	exec	BOH	766	10821	0	10821	5.90	11.44
5.3.26	report_week	exec	FOH	1105	6807	77	6884	3.75	
5.3.26	report_week	exec	Training	151	1656	0	1656	0.90	
5.3.26	report_week	exec	FOH Salary	0	6434	0	6434	3.51	
5.3.26	report_week	exec	BOH Salary	0	9268	0	9268	5.05	9.80
5.3.26	report_week	exec	OTHER	0	0	0	0	0.00	
5.3.26	report_week	exec	SUBTOTAL	2022	34986	77	35063	19.10	21.24
5.3.26	report_week	exec	PAYROLL TAX		6997	15	7013	3.82	
5.3.26	report_week	exec	TOTAL LABOR		41983	92	42076	22.92	
5.3.26	last_year	boh	Cook	485	6097	986	7083	2.61	5.49
5.3.26	last_year	boh	Prep	122	1640	1338	2978	1.10	2.31
5.3.26	last_year	boh	Dish	186	2145	0	2145	0.79	1.66
5.3.26	last_year	boh	Salary	0	14195	0	14195	5.23	11.01
5.3.26	last_year	boh	BOH TOTAL	793	24077	2324	26401	9.72	20.48
5.3.26	report_week	boh	Cook	474	6576	25	6601	3.60	6.98
5.3.26	report_week	boh	Prep	120	2273	0	2273	1.24	2.40
5.3.26	report_week	boh	Dish	172	1972	0	1972	1.07	2.08
5.3.26	report_week	boh	Salary	0	9268	0	9268	5.05	9.80
5.3.26	report_week	boh	BOH TOTAL	766	20089	25	20114	10.96	21.26
5.3.26	last_year	foh	Security	56	1097	0	1097	0.40	
5.3.26	last_year	foh	Bar Back	207	1253	12	1265	0.47	
5.3.26	last_year	foh	Bartender	187	933	0	933	0.34	
5.3.26	last_year	foh	Crepe	0	0	0	0	0.00	
5.3.26	last_year	foh	Cafe	188	1127	0	1127	0.41	
5.3.26	last_year	foh	Hostess	197	1127	0	1127	0.41	
5.3.26	last_year	foh	Runner	60	323	0	323	0.12	
5.3.26	last_year	foh	Server	631	3259	174	3433	1.26	
5.3.26	last_year	foh	Training	56	595	0	595	0.22	
5.3.26	last_year	foh	Maintenance	5	93	0	93	0.03	
5.3.26	last_year	foh	COPS	0	1548		1548	0.00	
5.3.26	last_year	foh	FOH TOTAL	1587	11355	186	11541	4.25	
5.3.26	report_week	foh	Security	12	218	0	218	0.12	
5.3.26	report_week	foh	Bar Back	182	895	159	1054	0.57	
5.3.26	report_week	foh	Bartender	179	958	39	997	0.54	
5.3.26	report_week	foh	Crepe	0	0	0	0	0.00	
5.3.26	report_week	foh	Cafe	164	984	0	984	0.54	
5.3.26	report_week	foh	Hostess	133	1354	0	1354	0.74	
5.3.26	report_week	foh	Runner	53	290	0	290	0.16	
5.3.26	report_week	foh	Server	374	1992	88	2080	1.13	
5.3.26	report_week	foh	Training	151	1656	0	1656	0.90	
5.3.26	report_week	foh	Maintenance	8	116	0	116	0.06	
5.3.26	report_week	foh	COPS	0	0	0	0	0.00	
5.3.26	report_week	foh	FOH TOTAL	1256	8463	286	8749	4.77	
5.3.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
5.3.26	last_year	mgmt	Comp	0	1128	0	1128	0.42	
5.3.26	last_year	mgmt	Salary	0	6210		6210	2.29	
5.3.26	last_year	mgmt	MGMT TOTAL	0	7338	0	7338	2.70	
5.3.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
5.3.26	report_week	mgmt	Comp		1200	0	1200	0.65	
5.3.26	report_week	mgmt	Salary	0	5234		5234	2.85	
5.3.26	report_week	mgmt	MGMT TOTAL	0	6434	0	6434	3.51	
5.17.26	last_year	exec	BOH	734	10386	0	10386	5.70	11.04
5.17.26	last_year	exec	FOH	1525	9506	246	9752	5.35	
5.17.26	last_year	exec	Training	189	2025	0	2025	1.11	
5.17.26	last_year	exec	FOH Salary	0	7338	0	7338	4.02	
5.17.26	last_year	exec	BOH Salary	0	12995	0	12995	7.13	13.82
5.17.26	last_year	exec	OTHER	0	1548	0	1548	0.85	
5.17.26	last_year	exec	SUBTOTAL	2448	43798	246	44044	24.15	24.86
5.17.26	last_year	exec	PAYROLL TAX		8760	49	8809	4.83	
5.17.26	last_year	exec	TOTAL LABOR		52557	295	52852	28.98	
5.17.26	report_week	exec	BOH	654	10616	0	10616	7.29	13.30
5.17.26	report_week	exec	FOH	1213	7397	77	7474	5.13	
5.17.26	report_week	exec	Training	210	2310	0	2310	1.59	
5.17.26	report_week	exec	FOH Salary	0	6233	0	6233	4.28	
5.17.26	report_week	exec	BOH Salary	0	12995	0	12995	8.92	16.28
5.17.26	report_week	exec	OTHER	0	422	0	422	0.29	
5.17.26	report_week	exec	SUBTOTAL	2077	39973	77	40050	27.48	29.57
5.17.26	report_week	exec	PAYROLL TAX		7995	15	8010	5.50	
5.17.26	report_week	exec	TOTAL LABOR		47967	92	48059	32.98	
5.17.26	last_year	boh	Cook	495	7071	0	7071	3.88	7.52
5.17.26	last_year	boh	Prep	80	1637	0	1637	0.90	1.74
5.17.26	last_year	boh	Dish	159	1678	0	1678	0.92	1.78
5.17.26	last_year	boh	Salary	0	12995	0	12995	7.13	13.82
5.17.26	last_year	boh	BOH TOTAL	734	23381	0	23381	12.82	24.86
5.17.26	report_week	boh	Cook	458	7735	0	7735	5.31	9.69
5.17.26	report_week	boh	Prep	80	1559	509	2068	1.42	2.59
5.17.26	report_week	boh	Dish	116	1322	0	1322	0.91	1.66
5.17.26	report_week	boh	Salary	0	12995	0	12995	8.92	16.28
5.17.26	report_week	boh	BOH TOTAL	654	23611	509	24120	16.55	30.21
5.17.26	last_year	foh	Security	58	1122	0	1122	0.62	
5.17.26	last_year	foh	Bar Back	239	1196	117	1313	0.72	
5.17.26	last_year	foh	Bartender	183	928	0	928	0.51	
5.17.26	last_year	foh	Crepe	0	300	0	300	0.16	
5.17.26	last_year	foh	Cafe	173	1038	0	1038	0.57	
5.17.26	last_year	foh	Hostess	180	1095	0	1095	0.60	
5.17.26	last_year	foh	Runner	27	145	0	145	0.08	
5.17.26	last_year	foh	Server	648	3383	129	3512	1.93	
5.17.26	last_year	foh	Training	189	2025	0	2025	1.11	
5.17.26	last_year	foh	Maintenance	17	299	0	299	0.16	
5.17.26	last_year	foh	COPS	0	1548		1548	0.23	
5.17.26	last_year	foh	FOH TOTAL	1714	13079	246	13325	7.31	
5.17.26	report_week	foh	Security	4	72	0	72	0.05	
5.17.26	report_week	foh	Bar Back	188	1138	54	1192	0.82	
5.17.26	report_week	foh	Bartender	221	1216	0	1216	0.83	
5.17.26	report_week	foh	Crepe	0	0	0	0	0.00	
5.17.26	report_week	foh	Cafe	182	1092	68	1160	0.80	
5.17.26	report_week	foh	Hostess	134	1217	0	1217	0.84	
5.17.26	report_week	foh	Runner	56	306	0	306	0.21	
5.17.26	report_week	foh	Server	428	2356	0	2356	1.62	
5.17.26	report_week	foh	Training	210	2310	0	2310	1.59	
5.17.26	report_week	foh	Maintenance	0	0	0	0	0.00	
5.17.26	report_week	foh	COPS	0	422	0	422	0.29	
5.17.26	report_week	foh	FOH TOTAL	1423	10129	122	10251	7.03	
5.17.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
5.17.26	last_year	mgmt	Comp	0	1128	0	1128	0.62	
5.17.26	last_year	mgmt	Salary	0	6210		6210	3.41	
5.17.26	last_year	mgmt	MGMT TOTAL	0	7338	0	7338	4.02	
5.17.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
5.17.26	report_week	mgmt	Comp		1200	0	1200	0.82	
5.17.26	report_week	mgmt	Salary	0	5033		5033	3.45	
5.17.26	report_week	mgmt	MGMT TOTAL	0	6233	0	6233	4.28	
6.7.26	last_year	exec	BOH	623	9713	0	9713	5.58	10.74
6.7.26	last_year	exec	FOH	1348	8570	284	8854	5.09	
6.7.26	last_year	exec	Training	28	300	0	300	0.17	
6.7.26	last_year	exec	FOH Salary	0	7338	0	7338	4.22	
6.7.26	last_year	exec	BOH Salary	0	14195	0	14195	8.16	15.70
6.7.26	last_year	exec	OTHER	0	1548	0	1548	0.89	
6.7.26	last_year	exec	SUBTOTAL	1999	41664	284	41948	24.10	26.44
6.7.26	last_year	exec	PAYROLL TAX		8333	57	8390	4.82	
6.7.26	last_year	exec	TOTAL LABOR		49996	341	50337	28.92	
6.7.26	report_week	exec	BOH	670	10224	0	10224	8.51	15.27
6.7.26	report_week	exec	FOH	1061	6703	77	6780	5.64	
6.7.26	report_week	exec	Training	170	1874	0	1874	1.56	
6.7.26	report_week	exec	FOH Salary	0	6434	0	6434	5.36	
6.7.26	report_week	exec	BOH Salary	0	0	0	0	0.00	0.00
6.7.26	report_week	exec	OTHER	0	844	0	844	0.70	
6.7.26	report_week	exec	SUBTOTAL	1901	26079	77	26156	21.77	15.27
6.7.26	report_week	exec	PAYROLL TAX		5216	15	5231	4.35	
6.7.26	report_week	exec	TOTAL LABOR		31295	92	31387	26.13	
6.7.26	last_year	boh	Cook	384	6173	0	6173	3.55	6.83
6.7.26	last_year	boh	Prep	80	1555	0	1555	0.89	1.72
6.7.26	last_year	boh	Dish	159	1985	0	1985	1.14	2.19
6.7.26	last_year	boh	Salary	0	14195	0	14195	8.16	15.70
6.7.26	last_year	boh	BOH TOTAL	623	23908	0	23908	13.74	26.44
6.7.26	report_week	boh	Cook	396	5874	0	5874	4.89	8.77
6.7.26	report_week	boh	Prep	80	1555	0	1555	1.29	2.32
6.7.26	report_week	boh	Dish	194	2795	0	2795	2.33	4.18
6.7.26	report_week	boh	Salary	0	0	0	0	0.00	0.00
6.7.26	report_week	boh	BOH TOTAL	670	10224	0	10224	8.51	15.27
6.7.26	last_year	foh	Security	58	1072	0	1072	0.62	
6.7.26	last_year	foh	Bar Back	185	1138	0	1138	0.65	
6.7.26	last_year	foh	Bartender	169	828	0	828	0.48	
6.7.26	last_year	foh	Crepe	0	300	0	300	0.17	
6.7.26	last_year	foh	Cafe	141	845	0	845	0.49	
6.7.26	last_year	foh	Hostess	207	1242	97	1339	0.77	
6.7.26	last_year	foh	Runner	14	77	0	77	0.04	
6.7.26	last_year	foh	Server	574	3068	187	3255	1.87	
6.7.26	last_year	foh	Training	28	300	0	300	0.17	
6.7.26	last_year	foh	Maintenance	0	0	0	0	0.00	
6.7.26	last_year	foh	COPS	0	1548		1548	0.48	
6.7.26	last_year	foh	FOH TOTAL	1376	10418	284	10702	6.15	
6.7.26	report_week	foh	Security	7	140	0	140	0.12	
6.7.26	report_week	foh	Bar Back	99	544	0	544	0.45	
6.7.26	report_week	foh	Bartender	237	1306	147	1453	1.21	
6.7.26	report_week	foh	Crepe	8	150	0	150	0.12	
6.7.26	report_week	foh	Cafe	173	1038	0	1038	0.86	
6.7.26	report_week	foh	Hostess	120	1230	0	1230	1.02	
6.7.26	report_week	foh	Runner	49	270	0	270	0.22	
6.7.26	report_week	foh	Server	368	2025	263	2288	1.90	
6.7.26	report_week	foh	Training	170	1874	0	1874	1.56	
6.7.26	report_week	foh	Maintenance	0	0	0	0	0.00	
6.7.26	report_week	foh	COPS	0	844	0	844	0.70	
6.7.26	report_week	foh	FOH TOTAL	1231	9421	410	9831	8.18	
6.7.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
6.7.26	last_year	mgmt	Comp	0	1128	0	1128	0.65	
6.7.26	last_year	mgmt	Salary	0	6210		6210	3.57	
6.7.26	last_year	mgmt	MGMT TOTAL	0	7338	0	7338	4.22	
6.7.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
6.7.26	report_week	mgmt	Comp		1200	0	1200	1.00	
6.7.26	report_week	mgmt	Salary	0	5234		5234	4.36	
6.7.26	report_week	mgmt	MGMT TOTAL	0	6434	0	6434	5.36	
6.14.26	last_year	exec	BOH	691	9426	0	9426	5.00	9.81
6.14.26	last_year	exec	FOH	3308	10275	380	10655	5.65	
6.14.26	last_year	exec	Training	129	1380	0	1380	0.73	
6.14.26	last_year	exec	FOH Salary	0	7338	0	7338	3.89	
6.14.26	last_year	exec	BOH Salary	0	13095	0	13095	6.94	13.63
6.14.26	last_year	exec	OTHER	0	1548	0	1548	0.82	
6.14.26	last_year	exec	SUBTOTAL	4128	43062	380	43442	23.02	23.44
6.14.26	last_year	exec	PAYROLL TAX		8612	76	8688	4.60	
6.14.26	last_year	exec	TOTAL LABOR		51674	456	52130	27.63	
6.14.26	report_week	exec	BOH	654	10499	0	10499	6.86	13.96
6.14.26	report_week	exec	FOH	1329	8249	77	8326	5.44	
6.14.26	report_week	exec	Training	154	1699	0	1699	1.11	
6.14.26	report_week	exec	FOH Salary	0	6660	0	6660	4.35	
6.14.26	report_week	exec	BOH Salary	0	13095	0	13095	8.55	17.41
6.14.26	report_week	exec	OTHER	0	422	0	422	0.28	
6.14.26	report_week	exec	SUBTOTAL	2137	40624	77	40701	26.58	31.37
6.14.26	report_week	exec	PAYROLL TAX		8125	15	8140	5.32	
6.14.26	report_week	exec	TOTAL LABOR		48748	92	48841	31.90	
6.14.26	last_year	boh	Cook	473	6536	0	6536	3.46	6.80
6.14.26	last_year	boh	Prep	80	1632	0	1632	0.86	1.70
6.14.26	last_year	boh	Dish	138	1258	0	1258	0.67	1.31
6.14.26	last_year	boh	Salary	0	13095	0	13095	6.94	13.63
6.14.26	last_year	boh	BOH TOTAL	691	22521	0	22521	11.94	23.44
6.14.26	report_week	boh	Cook	456	7984	59	8043	5.25	10.70
6.14.26	report_week	boh	Prep	61	1192	0	1192	0.78	1.59
6.14.26	report_week	boh	Dish	137	1323	0	1323	0.86	1.76
6.14.26	report_week	boh	Salary	0	13095	0	13095	8.55	17.41
6.14.26	report_week	boh	BOH TOTAL	654	23594	59	23653	15.45	31.45
6.14.26	last_year	foh	Security	64	1380	0	1380	0.73	
6.14.26	last_year	foh	Bar Back	231	1270	33	1303	0.69	
6.14.26	last_year	foh	Bartender	225	1087	0	1087	0.58	
6.14.26	last_year	foh	Crepe	0	0	0	0	0.00	
6.14.26	last_year	foh	Cafe	1824	1093	33	1126	0.60	
6.14.26	last_year	foh	Hostess	166	998	0	998	0.53	
6.14.26	last_year	foh	Runner	54	291	0	291	0.15	
6.14.26	last_year	foh	Server	715	3617	314	3931	2.08	
6.14.26	last_year	foh	Training	129	1380	0	1380	0.73	
6.14.26	last_year	foh	Maintenance	29	539	0	539	0.29	
6.14.26	last_year	foh	COPS	0	1548		1548	0.22	
6.14.26	last_year	foh	FOH TOTAL	3437	13203	380	13583	7.20	
6.14.26	report_week	foh	Security	12	240	0	240	0.16	
6.14.26	report_week	foh	Bar Back	209	1218	177	1395	0.91	
6.14.26	report_week	foh	Bartender	220	1192	21	1213	0.79	
6.14.26	report_week	foh	Crepe	0	0	0	0	0.00	
6.14.26	report_week	foh	Cafe	210	1258	0	1258	0.82	
6.14.26	report_week	foh	Hostess	154	1384	0	1384	0.90	
6.14.26	report_week	foh	Runner	35	192	0	192	0.13	
6.14.26	report_week	foh	Server	482	2653	0	2653	1.73	
6.14.26	report_week	foh	Training	154	1699	0	1699	1.11	
6.14.26	report_week	foh	Maintenance	7	112	0	112	0.07	
6.14.26	report_week	foh	COPS	0	422	0	422	0.28	
6.14.26	report_week	foh	FOH TOTAL	1483	10370	198	10568	6.90	
6.14.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
6.14.26	last_year	mgmt	Comp	0	1128	0	1128	0.60	
6.14.26	last_year	mgmt	Salary	0	6210		6210	3.29	
6.14.26	last_year	mgmt	MGMT TOTAL	0	7338	0	7338	3.89	
6.14.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
6.14.26	report_week	mgmt	Comp		1200	0	1200	0.78	
6.14.26	report_week	mgmt	Salary	0	5460		5460	3.57	
6.14.26	report_week	mgmt	MGMT TOTAL	0	6660	0	6660	4.35	
6.21.26	last_year	exec	BOH	740	10534	400	10934	5.61	11.02
6.21.26	last_year	exec	FOH	1640	9777	329	10106	5.18	
6.21.26	last_year	exec	Training	67	713	0	713	0.37	
6.21.26	last_year	exec	FOH Salary	0	7338	0	7338	3.76	
6.21.26	last_year	exec	BOH Salary	0	13395	0	13395	6.87	13.50
6.21.26	last_year	exec	OTHER	0	1548	0	1548	0.79	
6.21.26	last_year	exec	SUBTOTAL	2447	43305	729	44034	22.59	24.52
6.21.26	last_year	exec	PAYROLL TAX		8661	146	8807	4.52	
6.21.26	last_year	exec	TOTAL LABOR		51965	875	52840	27.10	
6.21.26	report_week	exec	BOH	753	11082	0	11082	7.27	13.81
6.21.26	report_week	exec	FOH	1345	8322	77	8399	5.51	
6.21.26	report_week	exec	Training	113	1246	0	1246	0.82	
6.21.26	report_week	exec	FOH Salary	0	6610	0	6610	4.34	
6.21.26	report_week	exec	BOH Salary	0	13395	0	13395	8.79	16.69
6.21.26	report_week	exec	OTHER	0	426	0	426	0.28	
6.21.26	report_week	exec	SUBTOTAL	2211	41081	77	41158	27.00	30.49
6.21.26	report_week	exec	PAYROLL TAX		8216	15	8232	5.40	
6.21.26	report_week	exec	TOTAL LABOR		49297	92	49389	32.40	
6.21.26	last_year	boh	Cook	487	7199	0	7199	3.69	7.26
6.21.26	last_year	boh	Prep	93	1639	400	2039	1.05	2.06
6.21.26	last_year	boh	Expo	0	0	0	0	0.00	0.00
6.21.26	last_year	boh	Dish	160	1696	0	1696	0.87	1.71
6.21.26	last_year	boh	Salary	0	13395	0	13395	6.87	13.50
6.21.26	last_year	boh	BOH TOTAL	740	23929	400	24329	12.48	24.52
6.21.26	report_week	boh	Cook	498	7887	7	7894	5.18	9.83
6.21.26	report_week	boh	Prep	73	1229	286	1515	0.99	1.89
6.21.26	report_week	boh	Expo	58	880	584	1464	0.96	1.82
6.21.26	report_week	boh	Dish	124	1086	0	1086	0.71	1.35
6.21.26	report_week	boh	Salary	0	13395	0	13395	8.79	16.69
6.21.26	report_week	boh	BOH TOTAL	753	24477	877	25354	16.63	31.59
6.21.26	last_year	foh	Security	48	972	0	972	0.50	
6.21.26	last_year	foh	Bar Back	262	1455	152	1607	0.82	
6.21.26	last_year	foh	Bartender	225	1126	74	1200	0.62	
6.21.26	last_year	foh	Crepe	0	0	0	0	0.00	
6.21.26	last_year	foh	Cafe	143	860	0	860	0.44	
6.21.26	last_year	foh	Hostess	188	1129	0	1129	0.58	
6.21.26	last_year	foh	Runner	55	292	0	292	0.15	
6.21.26	last_year	foh	Server	706	3706	103	3809	1.95	
6.21.26	last_year	foh	Training	67	713	0	713	0.37	
6.21.26	last_year	foh	Maintenance	13	237	0	237	0.12	
6.21.26	last_year	foh	COPS	0	1548		1548	0.22	
6.21.26	last_year	foh	FOH TOTAL	1707	12038	329	12367	6.34	
6.21.26	report_week	foh	Security	12	240	0	240	0.16	
6.21.26	report_week	foh	Bar Back	203	996	180	1176	0.77	
6.21.26	report_week	foh	Bartender	230	1226	46	1272	0.83	
6.21.26	report_week	foh	Crepe	15	301	0	301	0.20	
6.21.26	report_week	foh	Cafe	208	1251	0	1251	0.82	
6.21.26	report_week	foh	Hostess	153	1388	0	1388	0.91	
6.21.26	report_week	foh	Runner	53	292	0	292	0.19	
6.21.26	report_week	foh	Server	463	2501	62	2563	1.68	
6.21.26	report_week	foh	Training	113	1246	0	1246	0.82	
6.21.26	report_week	foh	Maintenance	8	127	0	127	0.08	
6.21.26	report_week	foh	COPS	0	426	0	426	0.28	
6.21.26	report_week	foh	FOH TOTAL	1458	9994	288	10282	6.75	
6.21.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
6.21.26	last_year	mgmt	Comp	0	1128	0	1128	0.58	
6.21.26	last_year	mgmt	Salary	0	6210		6210	3.19	
6.21.26	last_year	mgmt	MGMT TOTAL	0	7338	0	7338	3.76	
6.21.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
6.21.26	report_week	mgmt	Comp		1200	0	1200	0.79	
6.21.26	report_week	mgmt	Salary	0	5410		5410	3.55	
6.21.26	report_week	mgmt	MGMT TOTAL	0	6610	0	6610	4.34	
6.28.26	last_year	exec	BOH	709	10513	0	10513	5.86	11.31
6.28.26	last_year	exec	FOH	1576	9773	309	10082	5.62	
6.28.26	last_year	exec	Training	27	286	0	286	0.16	
6.28.26	last_year	exec	FOH Salary	0	7338	0	7338	4.09	
6.28.26	last_year	exec	BOH Salary	0	14008	0	14008	7.80	15.07
6.28.26	last_year	exec	OTHER	0	1548	0	1548	0.86	
6.28.26	last_year	exec	SUBTOTAL	2312	43466	309	43775	24.39	26.39
6.28.26	last_year	exec	PAYROLL TAX		8693	62	8755	4.88	
6.28.26	last_year	exec	TOTAL LABOR		52159	371	52529	29.27	
6.28.26	report_week	exec	BOH	753	11082	0	11082	7.98	16.28
6.28.26	report_week	exec	FOH	1194	6885	77	6962	5.01	
6.28.26	report_week	exec	Training	189	2077	0	2077	1.50	
6.28.26	report_week	exec	FOH Salary	0	6460	0	6460	4.65	
6.28.26	report_week	exec	BOH Salary	0	14008	0	14008	10.08	20.58
6.28.26	report_week	exec	OTHER	0	426	0	426	0.31	
6.28.26	report_week	exec	SUBTOTAL	2136	40938	77	41015	29.52	36.87
6.28.26	report_week	exec	PAYROLL TAX		8188	15	8203	5.90	
6.28.26	report_week	exec	TOTAL LABOR		49125	92	49217	35.43	
6.28.26	last_year	boh	Cook	476	7219	0	7219	4.02	7.77
6.28.26	last_year	boh	Prep	80	1634	0	1634	0.91	1.76
6.28.26	last_year	boh	Expo	0	0	0	0	0.00	0.00
6.28.26	last_year	boh	Dish	153	1660	0	1660	0.92	1.79
6.28.26	last_year	boh	Salary	0	14008	0	14008	7.80	15.07
6.28.26	last_year	boh	BOH TOTAL	709	24521	0	24521	13.66	26.39
6.28.26	report_week	boh	Cook	498	7887	7	7894	5.68	11.60
6.28.26	report_week	boh	Prep	73	1229	286	1515	1.09	2.23
6.28.26	report_week	boh	Expo	58	880	584	1464	1.05	2.15
6.28.26	report_week	boh	Dish	124	1086	0	1086	0.78	1.60
6.28.26	report_week	boh	Salary	0	14008	0	14008	10.08	20.58
6.28.26	report_week	boh	BOH TOTAL	753	25090	877	25967	18.69	38.16
6.28.26	last_year	foh	Security	47	961	0	961	0.54	
6.28.26	last_year	foh	Bar Back	249	1488	4	1492	0.83	
6.28.26	last_year	foh	Bartender	244	1205	155	1360	0.76	
6.28.26	last_year	foh	Crepe	0	300	0	300	0.17	
6.28.26	last_year	foh	Cafe	172	1031	0	1031	0.57	
6.28.26	last_year	foh	Hostess	185	1112	0	1112	0.62	
6.28.26	last_year	foh	Runner	40	216	0	216	0.12	
6.28.26	last_year	foh	Server	627	3250	150	3400	1.89	
6.28.26	last_year	foh	Training	27	286	0	286	0.16	
6.28.26	last_year	foh	Maintenance	12	210	0	210	0.12	
6.28.26	last_year	foh	COPS	0	1548		1548	0.24	
6.28.26	last_year	foh	FOH TOTAL	1603	11607	309	11916	6.64	
6.28.26	report_week	foh	Security	12	240	0	240	0.17	
6.28.26	report_week	foh	Bar Back	172	928	43	971	0.70	
6.28.26	report_week	foh	Bartender	187	1030	0	1030	0.74	
6.28.26	report_week	foh	Crepe	0	0	0	0	0.00	
6.28.26	report_week	foh	Cafe	191	1143	0	1143	0.82	
6.28.26	report_week	foh	Hostess	149	894	0	894	0.64	
6.28.26	report_week	foh	Runner	39	217	0	217	0.16	
6.28.26	report_week	foh	Server	437	2326	119	2445	1.76	
6.28.26	report_week	foh	Training	189	2077	0	2077	1.50	
6.28.26	report_week	foh	Maintenance	7	107	0	107	0.08	
6.28.26	report_week	foh	COPS	0	426	0	426	0.31	
6.28.26	report_week	foh	FOH TOTAL	1383	9388	162	9550	6.87	
6.28.26	last_year	mgmt	Bonuses	0	0	0	0	0.00	
6.28.26	last_year	mgmt	Comp	0	1128	0	1128	0.63	
6.28.26	last_year	mgmt	Salary	0	6210		6210	3.46	
6.28.26	last_year	mgmt	MGMT TOTAL	0	7338	0	7338	4.09	
6.28.26	report_week	mgmt	Bonuses	0	0	0	0	0.00	
6.28.26	report_week	mgmt	Comp		1200	0	1200	0.86	
6.28.26	report_week	mgmt	Salary	0	5260		5260	3.79	
6.28.26	report_week	mgmt	MGMT TOTAL	0	6460	0	6460	4.65	
7.05.26	last_year	exec	BOH	693	9176	327	9503	6.68	11.44
7.05.26	last_year	exec	FOH	1523	9970	236	10206	7.18	
7.05.26	last_year	exec	Training	96	1032	0	1032	0.73	
7.05.26	last_year	exec	FOH Salary	0	7338	0	7338	5.16	
7.05.26	last_year	exec	BOH Salary	0	12383	0	12383	8.71	14.91
7.05.26	last_year	exec	OTHER	0	1548	0	1548	1.09	
7.05.26	last_year	exec	SUBTOTAL	2312	41447	563	42010	29.55	26.35
7.05.26	last_year	exec	PAYROLL TAX		8289	113	8402	5.91	
7.05.26	last_year	exec	TOTAL LABOR		49736	676	50411	35.46	
7.05.26	report_week	exec	BOH	612	10184	0	10184	10.14	16.40
7.05.26	report_week	exec	FOH	1074	6720	77	6797	6.77	
7.05.26	report_week	exec	Training	67	735	0	735	0.73	
7.05.26	report_week	exec	FOH Salary	0	7034	0	7034	7.00	
7.05.26	report_week	exec	BOH Salary	0	12383	0	12383	12.33	19.94
7.05.26	report_week	exec	OTHER	0	1278	0	1278	1.27	
7.05.26	report_week	exec	SUBTOTAL	1753	38334	77	38411	38.24	36.34
7.05.26	report_week	exec	PAYROLL TAX		7667	15	7682	7.65	
7.05.26	report_week	exec	TOTAL LABOR		46000	92	46093	45.89	
7.05.26	last_year	boh	Cook	460	5988	327	6315	4.44	7.60
7.05.26	last_year	boh	Prep	80	1639	0	1639	1.15	1.97
7.05.26	last_year	boh	Expo	0	0	0	0	0.00	0.00
7.05.26	last_year	boh	Dish	153	1549	0	1549	1.09	1.86
7.05.26	last_year	boh	Salary	0	12383	0	12383	8.71	14.91
7.05.26	last_year	boh	BOH TOTAL	693	21559	327	21886	15.39	26.35
